,id_left,id_right
0,1836,1832
1,1927,1640
2,1927,683
3,1927,665
4,1927,663
5,1927,1312
6,1927,694
7,2180,1554
8,1836,1843
9,1843,1836
10,1856,4988
11,1856,1857
12,1857,1856
13,1869,1902
14,1902,1915
15,1902,1869
16,1915,1944
17,1915,1902
18,1927,1935
19,1935,1948
20,1935,1927
21,1944,1915
22,1948,1950
23,1948,1935
24,1950,1956
25,1950,1948
26,1956,1971
27,1956,1950
28,1957,4988
29,1971,1977
30,1971,1956
31,1977,1982
32,1977,1971
33,1982,1977
34,1983,4988
35,2001,2043
36,2009,2022
37,2022,2031
38,2022,2009
39,2031,2036
40,2031,2022
41,2036,2031
42,2041,2056
43,2043,2066
44,2043,2001
45,2056,2067
46,2056,2041
47,2066,2107
48,2066,2043
49,2067,2056
50,2086,2096
51,2096,2105
52,2096,2086
53,2105,2130
54,2105,2096
55,2107,2131
56,2107,2066
57,2130,2146
58,2130,2105
59,2131,2136
60,2131,2107
61,2136,2154
62,2136,2131
63,2146,2151
64,2146,2130
65,2151,2198
66,2151,2146
67,2154,2158
68,2154,2136
69,2158,2169
70,2158,2154
71,2169,2176
72,2169,2158
73,2176,2184
74,2176,2169
75,2180,2202
76,2184,2188
77,2184,2176
78,2188,2221
79,2188,2184
80,2198,2241
81,2198,2151
82,2202,2208
83,2202,2180
84,2208,2210
85,2208,2202
86,2210,2212
87,2210,2208
88,2212,2215
89,2212,2210
90,2215,2223
91,2215,2212
92,2221,2302
93,2221,2188
94,2223,2229
95,2223,2215
96,2229,2271
97,2229,2223
98,2241,2251
99,2241,2198
100,2251,2254
101,2251,2241
102,2254,2260
103,2254,2251
104,2260,2263
105,2260,2254
106,2263,2264
107,2263,2260
108,2264,2266
109,2264,2263
110,2266,2269
111,2266,2264
112,2269,2266
113,2270,2275
114,2271,2280
115,2271,2229
116,2275,2281
117,2275,2270
118,2280,2288
119,2280,2271
120,2281,2292
121,2281,2275
122,2288,2317
123,2288,2280
124,2292,2318
125,2292,2281
126,2302,2313
127,2302,2221
128,2313,2336
129,2313,2302
130,2317,2355
131,2317,2288
132,2318,2356
133,2318,2292
134,2336,2352
135,2336,2313
136,2352,2375
137,2352,2336
138,2355,2482
139,2355,2317
140,2356,2372
141,2356,2318
142,2372,2377
143,2372,2356
144,2375,2409
145,2375,2352
146,2377,2381
147,2377,2372
148,2381,2412
149,2381,2377
150,2409,2424
151,2409,2375
152,2412,2381
153,2424,2409
154,2473,2530
155,2482,2514
156,2482,2355
157,2496,2525
158,2514,2555
159,2514,2482
160,2525,2578
161,2525,2496
162,2530,2551
163,2530,2473
164,2551,2586
165,2551,2530
166,2555,2589
167,2555,2514
168,2578,2598
169,2578,2525
170,2586,2607
171,2586,2551
172,2589,2646
173,2589,2555
174,2598,2608
175,2598,2578
176,2607,2615
177,2607,2586
178,2608,2598
179,2608,2647
180,2615,2607
181,2621,2625
182,2625,2657
183,2625,2621
184,2646,2663
185,2646,2589
186,2647,2608
187,2647,2667
188,2657,2681
189,2657,2625
190,2663,2646
191,2667,2678
192,2667,2647
193,2669,2700
194,2678,2690
195,2678,2667
196,2681,2696
197,2681,2657
198,2690,2707
199,2690,2678
200,2696,2711
201,2696,2681
202,2700,2716
203,2700,2669
204,2707,2755
205,2707,2690
206,2711,2728
207,2711,2696
208,2716,2980
209,2716,2700
210,2728,2745
211,2728,2711
212,2735,3023
213,2745,2801
214,2745,2728
215,2755,2778
216,2755,2707
217,2778,2809
218,2778,2755
219,2801,2817
220,2801,2745
221,2809,2973
222,2809,2778
223,2817,2834
224,2817,2801
225,2834,2847
226,2834,2817
227,2847,3241
228,2847,2834
229,2973,3077
230,2973,2809
231,2980,3032
232,2980,2716
233,3023,3057
234,3023,2735
235,3032,3085
236,3032,2980
237,3057,3023
238,3077,2973
239,3077,3129
240,3085,3125
241,3085,3032
242,3089,3097
243,3097,3101
244,3097,3089
245,3101,3123
246,3101,3097
247,3123,3220
248,3123,3101
249,3125,3158
250,3125,3085
251,3129,3077
252,3158,3171
253,3158,3125
254,3171,3183
255,3171,3158
256,3183,3199
257,3183,3171
258,3199,3226
259,3199,3183
260,3220,3248
261,3220,3123
262,3226,3199
263,3241,3458
264,3241,2847
265,3242,3254
266,3248,3261
267,3248,3220
268,3254,3266
269,3254,3242
270,3261,3307
271,3261,3248
272,3263,3312
273,3266,3305
274,3266,3254
275,3305,3266
276,3305,3348
277,3307,3328
278,3307,3261
279,3312,3494
280,3312,3263
281,3328,3342
282,3328,3307
283,3342,3328
284,3342,3386
285,3348,3305
286,3348,3352
287,3352,3362
288,3352,3348
289,3362,3395
290,3362,3352
291,3386,3342
292,3395,3362
293,3431,3444
294,3444,3473
295,3444,3431
296,3458,3571
297,3458,3241
298,3468,3522
299,3473,3480
300,3473,3444
301,3480,3510
302,3480,3473
303,3494,3312
304,3510,3528
305,3510,3480
306,3522,3468
307,3528,3548
308,3528,3510
309,3548,3577
310,3548,3528
311,3564,3804
312,3571,4000
313,3571,3458
314,3577,3593
315,3577,3548
316,3593,3609
317,3593,3577
318,3609,3593
319,3642,3675
320,3675,3698
321,3675,3642
322,3698,3721
323,3698,3675
324,3721,3698
325,3742,3772
326,3772,3796
327,3772,3742
328,3796,3824
329,3796,3772
330,3804,3564
331,3824,3796
332,3848,3881
333,3881,3908
334,3881,3848
335,3904,3927
336,3904,4351
337,3908,3929
338,3908,3881
339,3927,3904
340,3929,3908
341,3943,3991
342,3945,4131
343,3955,4289
344,3991,3943
345,4000,4148
346,4000,3571
347,4131,4178
348,4131,3945
349,4148,4000
350,4148,4234
351,4178,4334
352,4178,4131
353,4234,4148
354,4234,4283
355,4283,4320
356,4283,4234
357,4289,4326
358,4289,3955
359,4320,4348
360,4320,4283
361,4326,4510
362,4326,4289
363,4331,4517
364,4334,4366
365,4334,4178
366,4348,4379
367,4348,4320
368,4351,3904
369,4366,4503
370,4366,4334
371,4379,4408
372,4379,4348
373,4408,4479
374,4408,4379
375,4479,4849
376,4479,4408
377,4503,4540
378,4503,4366
379,4510,4548
380,4510,4326
381,4517,4588
382,4517,4331
383,4540,4557
384,4540,4503
385,4548,4582
386,4548,4510
387,4557,4605
388,4557,4540
389,4582,4613
390,4582,4548
391,4588,4619
392,4588,4517
393,4605,4557
394,4613,4649
395,4613,4582
396,4619,4588
397,4633,4658
398,4649,4669
399,4649,4613
400,4658,4687
401,4658,4633
402,4669,4698
403,4669,4649
404,4687,4716
405,4687,4658
406,4698,4729
407,4698,4669
408,4716,4779
409,4716,4687
410,4729,4744
411,4729,4698
412,4744,4758
413,4744,4729
414,4758,4786
415,4758,4744
416,4779,4716
417,4781,4790
418,4786,4804
419,4786,4758
420,4790,4809
421,4790,4781
422,4804,4839
423,4804,4786
424,4809,4986
425,4809,4790
426,4826,4898
427,4839,4853
428,4839,4804
429,4849,4889
430,4849,4479
431,4853,4869
432,4853,4839
433,4869,4877
434,4869,4853
435,4877,4884
436,4877,4869
437,4884,4986
438,4884,4877
439,4889,4907
440,4889,4849
441,4898,4989
442,4898,4826
443,4907,4920
444,4907,4889
445,4920,4949
446,4920,4907
447,4949,5006
448,4949,4920
449,4986,4884
450,4986,4809
451,4988,5009
452,4988,1983
453,4988,1957
454,4988,1856
455,4989,5022
456,4989,4898
457,5001,5076
458,5006,5017
459,5006,4949
460,5009,4988
461,5017,5049
462,5017,5006
463,5022,4989
464,5039,5079
465,5049,5060
466,5049,5017
467,5060,5078
468,5060,5049
469,5076,5106
470,5076,5001
471,5078,5133
472,5078,5060
473,5079,5039
474,5088,5127
475,5106,5165
476,5106,5076
477,5114,5148
478,5127,5176
479,5127,5088
480,5133,5237
481,5133,5078
482,5147,5174
483,5147,5159
484,5148,5160
485,5148,5114
486,5159,5191
487,5159,5147
488,5160,5174
489,5160,5148
490,5161,5194
491,5163,5196
492,5163,5175
493,5165,5106
494,5174,5160
495,5174,5147
496,5175,5195
497,5175,5163
498,5176,5197
499,5176,5127
500,5191,5159
501,5194,5161
502,5195,5209
503,5195,5175
504,5196,5163
505,5197,5210
506,5197,5176
507,5207,5221
508,5209,5195
509,5210,5273
510,5210,5197
511,5221,5207
512,5229,5242
513,5237,5279
514,5237,5133
515,5241,5381
516,5242,5229
517,5244,5254
518,5254,5244
519,5273,5300
520,5273,5210
521,5279,5338
522,5279,5237
523,5300,5311
524,5300,5273
525,5311,5321
526,5311,5300
527,5321,5343
528,5321,5311
529,5338,5345
530,5338,5279
531,5343,5358
532,5343,5321
533,5345,5371
534,5345,5338
535,5358,5427
536,5358,5343
537,5371,5472
538,5371,5345
539,5381,5419
540,5381,5241
541,5387,5467
542,5419,5437
543,5419,5381
544,5427,5449
545,5427,5358
546,5430,5431
547,5430,5437
548,5431,5446
549,5431,5430
550,5437,5430
551,5437,5419
552,5446,5458
553,5446,5431
554,5449,5427
555,5449,5472
556,5458,5471
557,5458,5446
558,5467,5491
559,5467,5387
560,5470,5479
561,5471,5523
562,5471,5458
563,5472,5449
564,5472,5371
565,5479,5485
566,5479,5470
567,5485,5493
568,5485,5479
569,5491,5502
570,5491,5467
571,5493,5497
572,5493,5485
573,5496,5503
574,5497,5521
575,5497,5493
576,5502,5491
577,5503,5496
578,5521,5523
579,5521,5497
580,5523,5521
581,5523,5471
582,506,515
583,515,506
584,555,986
585,585,986
586,622,986
587,736,750
588,739,1036
589,739,743
590,743,739
591,750,754
592,750,736
593,754,761
594,754,750
595,761,874
596,761,754
597,782,784
598,784,782
599,793,807
600,807,793
601,822,829
602,822,986
603,826,832
604,829,822
605,829,986
606,832,842
607,832,826
608,838,863
609,842,856
610,842,832
611,850,986
612,855,861
613,856,863
614,856,842
615,861,890
616,861,855
617,863,856
618,863,838
619,874,902
620,874,761
621,878,986
622,890,902
623,890,861
624,902,890
625,902,874
626,986,1016
627,986,850
628,986,878
629,986,829
630,986,822
631,986,622
632,986,585
633,986,555
634,1013,1014
635,1013,1016
636,1014,1019
637,1014,1013
638,1016,1013
639,1016,986
640,1019,1021
641,1019,1014
642,1021,1019
643,1023,1024
644,1024,1025
645,1024,1023
646,1025,1027
647,1025,1024
648,1027,1031
649,1027,1025
650,1031,1032
651,1031,1027
652,1032,1034
653,1032,1031
654,1034,1041
655,1034,1032
656,1036,739
657,1041,1045
658,1041,1034
659,1045,1041
660,1051,1056
661,1056,1058
662,1056,1051
663,1058,1079
664,1058,1056
665,1079,1082
666,1079,1058
667,1082,1084
668,1082,1079
669,1084,1088
670,1084,1082
671,1088,1097
672,1088,1084
673,1097,1088
674,1101,1583
675,1179,1181
676,1181,1187
677,1181,1179
678,1187,1188
679,1187,1181
680,1188,1190
681,1188,1187
682,1190,1192
683,1190,1188
684,1192,1190
685,1198,1202
686,1202,1205
687,1202,1198
688,1205,1211
689,1205,1202
690,1211,1214
691,1211,1205
692,1214,1211
693,1222,1226
694,1226,1230
695,1226,1222
696,1230,1235
697,1230,1226
698,1235,1238
699,1235,1230
700,1238,1240
701,1238,1235
702,1240,1248
703,1240,1238
704,1248,1252
705,1248,1240
706,1252,1255
707,1252,1248
708,1255,1252
709,1259,1264
710,1264,1267
711,1264,1259
712,1267,1264
713,1278,1290
714,1290,1294
715,1290,1278
716,1294,1299
717,1294,1290
718,1299,1305
719,1299,1294
720,1305,1309
721,1305,1299
722,1309,1314
723,1309,1305
724,1314,1321
725,1314,1309
726,1321,1326
727,1321,1314
728,1326,1333
729,1326,1321
730,1333,1338
731,1333,1326
732,1338,1341
733,1338,1333
734,1341,1350
735,1341,1338
736,1350,1355
737,1350,1341
738,1355,1360
739,1355,1350
740,1360,1355
741,1368,1373
742,1373,1385
743,1373,1368
744,1385,1373
745,1393,1402
746,1402,1414
747,1402,1393
748,1414,1402
749,1448,1454
750,1454,1458
751,1454,1448
752,1458,1464
753,1458,1454
754,1464,1467
755,1464,1458
756,1467,1477
757,1467,1464
758,1477,1510
759,1477,1467
760,1506,1508
761,1508,1506
762,1508,1510
763,1510,1508
764,1510,1477
765,1583,1101
766,1596,1656
767,1600,1656
768,1604,1656
769,1656,1604
770,1656,1600
771,1656,1596
772,1739,1740
773,1739,1741
774,1740,1739
775,1741,1739
776,1768,1840
777,1779,1840
778,1784,1840
779,1818,1840
780,1832,1840
781,1840,1832
782,1840,1818
783,1840,1784
784,1840,1779
785,1840,1768
786,2177,2892
787,2892,2177
788,2892,2952
789,2925,3351
790,2928,2931
791,2931,2928
792,2932,3351
793,2952,2892
794,2952,2955
795,2955,2960
796,2955,2952
797,2960,2962
798,2960,2955
799,2962,2968
800,2962,2960
801,2968,2972
802,2968,2962
803,2972,2985
804,2972,2968
805,2985,2990
806,2985,2972
807,2990,2991
808,2990,2985
809,2991,2992
810,2991,2990
811,2992,2993
812,2992,2991
813,2993,2997
814,2993,2992
815,2997,3001
816,2997,2993
817,3001,3005
818,3001,2997
819,3005,3006
820,3005,3001
821,3006,3008
822,3006,3005
823,3008,3010
824,3008,3006
825,3010,3020
826,3010,3008
827,3020,3351
828,3020,3010
829,3033,3351
830,3061,3351
831,3061,3063
832,3063,3061
833,3089,3351
834,3253,3351
835,3351,3253
836,3351,3089
837,3351,3061
838,3351,3033
839,3351,3020
840,3351,2932
841,3351,2925
842,3365,3367
843,3367,3365
844,27,4357
845,27,4339
846,29,41
847,29,4391
848,41,86
849,41,29
850,86,97
851,86,41
852,97,104
853,97,86
854,104,124
855,104,97
856,124,131
857,124,104
858,131,140
859,131,124
860,140,162
861,140,131
862,155,179
863,155,4521
864,162,173
865,162,140
866,173,177
867,173,162
868,177,199
869,177,173
870,179,200
871,179,155
872,199,218
873,199,177
874,200,376
875,200,179
876,218,254
877,218,199
878,254,267
879,254,218
880,267,274
881,267,254
882,274,283
883,274,267
884,283,288
885,283,274
886,288,305
887,288,283
888,305,319
889,305,288
890,319,323
891,319,305
892,323,328
893,323,319
894,328,335
895,328,323
896,335,339
897,335,328
898,339,342
899,339,335
900,342,346
901,342,339
902,346,348
903,346,342
904,348,351
905,348,346
906,351,740
907,351,348
908,370,380
909,370,4364
910,376,377
911,376,200
912,377,376
913,380,768
914,380,370
915,452,458
916,458,462
917,458,452
918,462,464
919,462,458
920,464,466
921,464,462
922,466,467
923,466,464
924,467,471
925,467,466
926,471,475
927,471,467
928,475,478
929,475,471
930,478,479
931,478,475
932,479,478
933,479,485
934,485,479
935,485,489
936,489,492
937,489,485
938,492,493
939,492,489
940,493,505
941,493,492
942,505,510
943,505,493
944,510,517
945,510,505
946,517,526
947,517,510
948,526,528
949,526,517
950,528,531
951,528,526
952,531,545
953,531,528
954,545,550
955,545,531
956,550,545
957,569,572
958,569,740
959,572,578
960,572,569
961,578,583
962,578,572
963,581,585
964,583,586
965,583,578
966,585,587
967,585,581
968,586,613
969,586,583
970,587,597
971,587,585
972,597,598
973,597,587
974,598,603
975,598,597
976,603,609
977,603,598
978,609,748
979,609,603
980,613,631
981,613,586
982,631,684
983,631,613
984,680,689
985,680,975
986,684,692
987,684,631
988,689,680
989,689,975
990,692,696
991,692,684
992,696,700
993,696,692
994,700,703
995,700,696
996,703,714
997,703,700
998,714,729
999,714,703
1000,729,743
1001,729,714
1002,740,569
1003,740,351
1004,743,751
1005,743,729
1006,748,609
